1.409999999999999969e-02	0.000000000000000000e+00	1.000000000000000078e-15
2.819999999999999937e-02	0.000000000000000000e+00	1.000000000000000078e-15
4.229999999999999732e-02	0.000000000000000000e+00	1.000000000000000078e-15
5.639999999999999875e-02	0.000000000000000000e+00	1.000000000000000078e-15
7.049999999999999323e-02	0.000000000000000000e+00	1.000000000000000078e-15
8.459999999999999465e-02	0.000000000000000000e+00	1.000000000000000078e-15
9.869999999999999607e-02	0.000000000000000000e+00	1.000000000000000078e-15
1.127999999999999975e-01	0.000000000000000000e+00	1.000000000000000078e-15
1.268999999999999850e-01	0.000000000000000000e+00	1.000000000000000078e-15
1.409999999999999865e-01	0.000000000000000000e+00	1.000000000000000078e-15
1.550999999999999879e-01	0.000000000000000000e+00	1.000000000000000078e-15
1.691999999999999893e-01	0.000000000000000000e+00	1.000000000000000078e-15
1.832999999999999907e-01	0.000000000000000000e+00	1.000000000000000078e-15
1.973999999999999921e-01	0.000000000000000000e+00	1.000000000000000078e-15
2.114999999999999936e-01	0.000000000000000000e+00	1.000000000000000078e-15
2.255999999999999950e-01	0.000000000000000000e+00	1.000000000000000078e-15
2.396999999999999964e-01	0.000000000000000000e+00	1.000000000000000078e-15
2.537999999999999701e-01	0.000000000000000000e+00	1.000000000000000078e-15
2.678999999999999715e-01	0.000000000000000000e+00	1.000000000000000078e-15
2.819999999999999729e-01	0.000000000000000000e+00	1.000000000000000078e-15
2.960999999999999743e-01	0.000000000000000000e+00	1.000000000000000078e-15
3.101999999999999758e-01	0.000000000000000000e+00	1.000000000000000078e-15
3.242999999999999772e-01	0.000000000000000000e+00	1.000000000000000078e-15
3.383999999999999786e-01	0.000000000000000000e+00	1.000000000000000078e-15
3.524999999999999800e-01	0.000000000000000000e+00	1.000000000000000078e-15
3.665999999999999814e-01	0.000000000000000000e+00	1.000000000000000078e-15
3.806999999999999829e-01	0.000000000000000000e+00	1.000000000000000078e-15
3.947999999999999843e-01	0.000000000000000000e+00	1.000000000000000078e-15
4.088999999999999857e-01	0.000000000000000000e+00	1.000000000000000078e-15
4.229999999999999871e-01	0.000000000000000000e+00	1.000000000000000078e-15
4.370999999999999885e-01	0.000000000000000000e+00	1.000000000000000078e-15
4.511999999999999900e-01	0.000000000000000000e+00	1.000000000000000078e-15
4.652999999999999914e-01	0.000000000000000000e+00	1.000000000000000078e-15
4.793999999999999928e-01	0.000000000000000000e+00	1.000000000000000078e-15
