FRET Efficiency,Stoichiometry,Proximity Ratio,Stoichiometry (raw),Lifetime D [ns],Lifetime A [ns],Anisotropy D,Anisotropy A,|TDX-TAA| Filter,ALEX 2CDE Filter,|TDD-TDA| Filter,FRET 2CDE Filter,Duration [ms],Mean Macrotime [s],Number of Photons,Count rate [kHz],Count rate (DD) [kHz],Count rate (DA) [kHz],Count rate (AA) [kHz],Count rate (DD par) [kHz],Count rate (DD perp) [kHz],Count rate (DA par) [kHz],Count rate (DA perp) [kHz],Count rate (AA par) [kHz],Count rate (AA perp) [kHz],Number of Photons (DD),Number of Photons (DA),Number of Photons (AA),Number of Photons (DD par),Number of Photons (DD perp),Number of Photons (DA par),Number of Photons (DA perp),Number of Photons (AA par),Number of Photons (AA perp),log(FD/FA),M1-M2,Number of Photons (DX),Count rate (DX) [kHz],Distance (from intensity) [A],FRET efficiency (from lifetime),Distance (from lifetime) [A],FRET efficiency (sens. Acc. Em.)
0.11658,0.60481,0.12792,0.68199,0,0,-0.11415,0.12404,0.16311,3.5881,0.17465,11.268,5.5221,7817.5,1066,193.04,119.04,16.842,63,53.815,65.718,11.182,7.6581,45.035,19.775,634,93,339,284,350,58,35,233,106,2.0253,0.88342,727,131.65,98.105,1,0,0.10761
0.1129,0.5873,0.12738,0.66718,0,0,-0.13136,0.19673,0.089498,4.2699,0.24163,11.584,14.11,7820.1,1965,139.27,81.457,13.152,47.465,35.246,48.469,8.1119,5.9644,35.007,13.3,1144,167,654,495,649,103,64,476,178,2.0614,0.8871,1311,92.916,98.698,1,0,0.096905
0.064232,0.69306,0.083665,0.76061,0,0,-0.12455,0.085879,0.21637,6.1048,0.085362,10.666,3.4249,7822.7,660,192.7,142.29,13.74,49.73,65.999,80.473,8.1789,14.409,34.854,19.654,460,42,158,202,258,25,17,105,53,2.6789,0.93577,502,146.57,109.4,1,0,0.087477
0.7152,0.60353,0.64854,0.63904,0,0,-0.19989,0.15199,0.02472,6.9284,0.34918,13.74,3.7774,7825,374,99.011,24.949,41.258,36.141,9.8254,15.998,24.889,18.379,25.432,12.203,84,155,135,31,53,92,63,95,40,-0.92078,0.2848,239,63.271,60.041,1,0,0.65667
0.26834,0.54732,0.24771,0.62108,0,0,-0.15132,0.057542,0.039876,4.5362,0.16271,16.709,2.8679,7829.8,351,122.39,57.695,19.858,47.638,26.011,34.391,15.445,5.3698,30.804,25.245,164,54,133,68,96,42,12,86,47,1.0031,0.73166,218,76.014,82.738,1,0,0.19569
0.68046,0.61996,0.6134,0.65651,0,0,-0.26395,0.11911,0.021711,4.8096,0.21991,14.261,4.9643,7835.3,591,119.05,32.345,48.13,41.073,13.099,22.426,31.165,20.345,33.089,16.338,150,238,203,46,104,145,93,139,64,-0.75587,0.31954,388,78.158,61.714,1,0,0.66952
0.6637,0.63671,0.59613,0.67305,0,0,-0.12476,0.098073,0.53333,9.1559,1.3105,37.406,10.173,7837.3,1306,128.38,34.897,52.914,43.938,15.281,19.66,33.34,23.549,30.609,14.949,355,524,427,155,200,317,207,287,140,-0.67984,0.3363,879,86.406,62.501,1,0,0.70158
0.14769,0.54282,0.15694,0.62516,0,0,-0.19248,0.16022,0.11789,4.014,0.10167,10.654,5.8198,7838.3,795,136.6,72.045,15.192,52.7,28.314,44.878,9.6189,6.1892,38.111,16.708,419,78,298,158,261,47,31,211,87,1.7528,0.85231,497,85.398,93.75,1,0,0.10577
0.77879,0.57964,0.7153,0.6122,0,0,-0.24658,0.13931,0.19141,4.9246,0.020959,17.033,5.4201,7843.5,459,84.685,15.161,38.621,35.53,6.5347,10.233,22.625,20.296,25.328,13.499,80,201,178,26,54,117,84,124,54,-1.2587,0.22121,281,51.844,56.754,1,0,0.6477
0.93119,0.55054,0.8805,0.57401,0,0,-0.5408,0.21439,0.11157,8.0946,0.080819,5.1546,4.905,7848.9,277,56.473,4.7677,32.009,24.057,Inf,4.5168,21.579,11.501,18.832,6.4256,19,140,118,1,18,92,48,87,31,-2.6051,0.068811,159,32.416,45.346,1,0,0.68794
0.91106,0.48959,0.86111,0.51799,0,0,-0.28002,0.0053035,0.020244,6.5019,0.62246,48.498,1.9654,7851.9,139,70.724,6.1252,36.582,38.325,7.638,4.2876,29.616,13.549,23.453,25.156,10,62,67,3,7,40,22,41,26,-2.3266,0.08894,72,36.634,47.5,1,0,0.52708
0.069261,0.7024,0.08805,0.76812,0,0,-0.14484,0.1596,0.034184,9.6589,0.0019805,10.224,2.0293,7854.8,207,102.01,77.755,7.5865,23.654,32.711,48.26,5.1119,3.8286,17.474,6.899,145,14,48,61,84,7,7,34,14,2.5981,0.93074,159,78.353,107.93,1,0,0.098596
-0.017837,0.51935,0.044554,0.61492,0,0,-0.15485,0.09814,0.3966,7.5428,0.48317,12.216,4.6698,7857.7,657,140.69,87.941,7.1514,54.265,38.047,58.964,4.3703,3.8282,38.139,18.843,386,18,253,159,227,11,7,170,83,NaN,1.0178,404,86.513,NaN,1,0,-0.011625
0.13371,0.56491,0.14432,0.64574,0,0,-0.20165,0.15189,0.28492,4.2094,0.47685,11.393,9.654,7862.3,1513,156.72,88.764,15.764,57.192,32.978,56.665,10.695,5.868,41.579,18.186,836,141,536,308,528,93,48,377,159,1.8686,0.86629,977,101.2,95.576,1,0,0.10471
0.099081,0.65953,0.11228,0.73077,0,0,-0.18146,0.13647,0.10767,5.4627,0.19097,11.667,3.9129,7862.3,390,99.669,68.091,10.894,26.834,26.916,42.333,7.6836,4.4017,19.289,9.8581,253,32,105,98,155,20,12,73,32,2.2075,0.90092,285,72.835,101.13,1,0,0.11576
0.6549,0.62314,0.58791,0.66122,0,0,-0.24074,0.0089167,0.077052,7.1791,0.54772,22.648,8.166,7864.1,1101,134.83,36.738,59.508,54.495,12.616,25.575,36.986,24.092,36.01,21.038,300,428,373,99,201,262,166,229,144,-0.64065,0.3451,728,89.151,62.911,1,0,0.65315
0.56682,0.6115,0.5,0.65789,0,0,-0.27413,0.11859,0.010451,5.7562,0.25462,12.455,3.8341,7866.2,380,99.111,33.058,35.984,33.906,9.8535,23.769,23.317,14.217,24.634,12.033,125,125,130,37,88,81,44,89,41,-0.26891,0.43318,250,65.205,66.932,1,0,0.53812
0.25913,0.57229,0.23832,0.64458,0,0,-0.12956,0.1219,0.075958,5.9813,0.19587,15.516,9.3662,7873.4,996,106.34,52.47,17.353,39.201,24.863,30.762,10.79,7.2254,27.901,12.553,489,153,354,212,277,95,58,243,111,1.0505,0.74087,642,68.544,83.394,1,0,0.20912
0.074308,0.76765,0.086876,0.82094,0,0,-0.16501,0.092311,0.29609,8.8216,0.29719,9.8825,5.0833,7876.6,659,129.64,97.181,10.368,25.24,40.399,58.221,5.5149,5.8617,18.139,9.4165,494,47,118,199,295,25,22,79,39,2.5223,0.92569,541,106.43,106.58,1,0,0.14808
0.119,0.51809,0.14062,0.60664,0,0,-0.1619,0.091627,0.023731,9.3239,0.23921,10.226,5.6909,7880.3,422,74.154,38.658,7.4149,30.875,15.639,24.59,5.2967,2.6779,20.646,12.045,220,36,166,89,131,25,11,111,55,2.0019,0.881,256,44.984,97.724,1,0,0.077164
0.28704,0.29388,0.3,0.38462,0,0,-0.19394,0.099206,0.19285,9.4725,0.058823,12.999,6.1909,7881.6,338,54.596,16.041,6.9929,34.571,5.9933,11.903,3.7654,4.224,23.269,12.917,91,39,208,34,57,21,18,140,68,0.90981,0.71296,130,20.999,81.462,1,0,0.072052
0.65865,0.67228,0.585,0.70671,0,0,-0.19489,0.10053,0.044171,9.1373,0.068517,10.664,4.0553,7882.4,283,69.785,21.213,28.958,21.639,10.263,13.29,20.018,11.138,14.933,8.1188,83,117,83,31,52,72,45,56,27,-0.65726,0.34135,200,49.318,62.737,1,0,0.81492
0.76308,0.62161,0.69672,0.65241,0,0,-0.2186,0.13141,0.040152,7.6861,0.13264,13.636,2.3617,7897.7,187,79.179,15.666,42.984,29.253,6.0413,10.779,31.353,22.189,21.033,9.5532,37,85,65,13,24,62,23,45,20,-1.1696,0.23692,122,51.657,57.602,1,0,0.75609
0.083036,0.58783,0.10884,0.67123,0,0,-0.23482,0.26863,0.13641,9.7043,0.19517,7.1827,3.4531,7907.3,219,63.422,39.39,6.1794,21.727,13.612,28.708,6.033,3.0026,16.597,8.6056,131,16,72,44,87,9,7,55,17,2.4018,0.91696,147,42.571,104.46,1,0,0.071427
0.13074,0.54341,0.14706,0.62963,0,0,-0.18929,0.14436,0.052688,9.1895,0.010114,16.688,2.7939,7909.9,162,57.983,31.588,6.7169,21.781,13.348,22.162,5.9724,2.2744,16.777,6.8172,87,15,60,33,54,10,5,42,18,1.8944,0.86926,102,36.508,95.989,1,0,0.093851
0.64434,0.61051,0.56962,0.65289,0,0,-0.27778,0.087021,0.065453,7.3971,0.25654,18.694,2.1672,7916.9,121,55.831,17.074,22.176,19.731,7.8346,12.052,14.784,9.5921,15.018,8.5322,34,45,42,10,24,30,15,28,14,-0.59424,0.35566,79,36.452,63.4,1,0,0.60917
0.63929,0.59239,0.56904,0.63564,0,0,-0.24093,0.17275,0.0026328,9.2022,0.18763,10.606,4.8697,7916.9,376,77.211,23.414,28.461,28.133,7.8793,16.116,20.27,12.255,20.78,9.6402,103,136,137,34,69,89,47,98,39,-0.5723,0.36071,239,49.078,63.632,1,0,0.56039
0.10035,0.68786,0.11057,0.7544,0,0,-0.16436,0.18297,0.0076544,5.8628,0.083547,10.032,8.6339,7917.3,1079,124.97,85.376,11.047,30.693,36.513,50.942,6.7766,4.682,23.597,9.0926,724,90,265,292,432,54,36,191,74,2.1934,0.89965,814,94.28,100.89,1,0,0.13338
0.15714,0.60423,0.15813,0.67929,0,0,-0.19967,0.16949,0.33781,6.113,0.12658,10.025,9.6624,7917.3,1294,133.92,77.54,15.527,46.263,30.511,49.836,11.142,6.1528,34.149,13.752,740,139,415,274,466,90,49,296,119,1.6797,0.84286,879,90.971,92.614,1,0,0.1447
0.16033,0.52247,0.16901,0.60684,0,0,-0.058699,0.032503,0.052265,5.1503,0.017883,8.9258,2.4797,7923.1,234,94.365,47.586,13.145,40.196,24.242,24.61,8.2514,8.6178,25.341,17.695,118,24,92,58,60,13,11,58,34,1.6558,0.83967,142,57.264,92.246,1,0,0.1058
0.083821,0.57736,0.11111,0.66258,0,0,-0.19959,0.081939,0.188,9.8201,0.50586,18.797,5.8588,7923.1,326,55.642,33.049,4.1455,19.579,14.066,20.828,2.0728,2.9247,12.993,7.3062,192,24,110,71,121,12,12,73,37,2.3915,0.91618,216,36.867,104.28,1,0,0.069064
0.47415,0.70571,0.408,0.7485,0,0,-0.20465,0.12648,0.10547,8.8812,0.17641,15.842,2.7028,7926.5,167,61.788,27.862,21.915,17.457,13.078,17.696,12.891,10.313,12.426,5.8017,74,51,42,27,47,27,24,29,13,0.1035,0.52585,125,46.249,71.218,1,0,0.68577
0.60357,0.67177,0.53484,0.7093,0,0,-0.24464,0.11954,0.15103,7.3641,0.32468,19.293,4.9775,7935.2,688,138.22,48.645,67.383,60.019,16.759,32.787,47.421,31.345,41.798,19.909,227,261,200,74,153,166,95,137,63,-0.42036,0.39643,488,98.041,65.264,1,0,0.74505
0.57119,0.61508,0.50162,0.66167,0,0,-0.22638,0.17222,0.37425,9.0687,0.10977,7.2039,6.5844,7937.5,467,70.925,24.155,23.629,26.06,8.3132,16.352,15.592,9.324,18.718,7.9246,154,155,158,53,101,98,57,113,45,-0.28671,0.42881,309,46.929,66.734,1,0,0.55051
0.51543,0.38764,0.47024,0.45283,0,0,-0.2279,0.12383,0.66676,9.9606,0.34011,18.312,6.5684,7940.2,742,112.97,27.774,24.055,62.992,10.222,18.256,16.595,12.068,44.031,19.826,178,158,406,61,117,109,49,279,127,-0.06173,0.48457,336,51.154,69.284,1,0,0.1968
0.02189,0.49097,0.07767,0.58857,0,0,-0.14331,0.088455,0.029314,9.1379,0.047393,6.8797,2.3632,7943.2,175,74.053,40.358,3.8029,40.32,17.898,29.666,8.1119,2.3768,31.226,13.577,95,8,72,40,55,3,5,48,24,3.7996,0.97811,103,43.585,131.86,1,0,0.012734
0.69894,0.66355,0.62406,0.69634,0,0,-0.32947,0.22211,0.12844,7.8452,0.005492,12.87,3.2739,7944.9,191,58.34,18.518,26.143,19.162,4.9665,14.074,17.954,10.976,14.206,7.128,50,83,58,12,38,57,26,43,15,-0.84225,0.30106,133,40.624,60.832,1,0,0.83142
0.18123,0.50514,0.18644,0.59,0,0,-0.099341,0.22779,0.053022,8.0314,0.18795,10.531,2.3668,7954.9,200,84.502,40.561,13.212,40.531,21.092,23.852,8.4407,9.4989,30.474,16.817,96,22,82,44,52,10,12,61,21,1.508,0.81877,118,49.856,90.002,1,0,0.11158
0.11253,0.61117,0.12456,0.68788,0,0,-0.1407,0.1706,0.17115,7.112,0.34998,15.192,4.5454,7955,817,179.74,108.24,19.511,59.754,45.981,63.967,12.103,9.863,45.687,21.458,492,70,255,209,283,40,30,182,73,2.0652,0.88747,562,123.64,98.76,1,0,0.10668
0.65538,0.67996,0.58746,0.71294,0,0,-0.24263,0.19994,0.20841,7.2348,0.35214,28.13,2.5993,7956.9,425,163.5,48.621,71.894,62.426,16.936,32.673,46.448,39.265,57.492,23.574,125,178,122,41,84,115,63,89,33,-0.64279,0.34462,303,116.57,62.889,1,0,0.83984
0.16206,0.64683,0.15789,0.71575,0,0,-0.06512,0.18759,0.05636,3.7271,0.16224,14.668,1.4139,7961,292,206.53,129.19,23.362,75.317,68.005,66.061,19.334,12.101,54.765,39.59,176,33,83,86,90,25,8,60,23,1.643,0.83794,209,147.82,92.049,1,0,0.17902
0.67986,0.41853,0.61836,0.47045,0,0,-0.25527,0.093975,0.048056,6.2746,0.016649,8.1287,4.9942,7964.2,440,88.103,18.819,27.606,46.654,7.7168,14.304,18.332,11.99,31.236,18.089,79,128,233,25,54,85,43,156,77,-0.75314,0.32014,207,41.448,61.743,1,0,0.29515
0.7329,0.58844,0.6692,0.62322,0,0,-0.22568,0.089217,0.15861,4.1186,0.17945,10.713,3.6126,7966.2,422,116.81,29.501,48.982,47.304,10.472,19.492,30.464,22.814,31.66,18.839,87,176,159,30,57,103,73,106,53,-1.0094,0.2671,263,72.802,59.161,1,0,0.63202
0.11565,0.6225,0.12903,0.69925,0,0,-0.27375,0.47814,0.037491,7.1742,0.32675,6.4325,2.3358,7966.2,133,56.94,34.678,6.0518,17.458,11.271,24.457,3.0814,3.9394,14.839,4.0974,81,12,40,24,57,6,6,34,6,2.0343,0.88435,93,39.815,98.253,1,0,0.11502
0.19182,0.58725,0.18551,0.66219,0,0,-0.07389,0.016425,0.10949,3.9105,0.31095,14.862,4.2706,7969.8,521,122,71.843,15.217,41.255,34.875,37.328,7.6215,9.9445,25.881,15.803,281,64,176,135,146,32,32,109,67,1.4383,0.80818,345,80.784,88.962,1,0,0.16461
0.15003,0.58608,0.15442,0.66368,0,0,-0.16131,0.12215,0.062358,4.3753,0.091401,10.878,7.1755,7975.5,1005,140.06,78.601,15.749,49.055,32.786,46.86,10.026,6.056,34.752,15.777,564,103,338,229,335,65,38,232,106,1.7344,0.84997,667,92.956,93.462,1,0,0.12813
-0.0050063,0.70773,0.038462,0.77612,0,0,-0.11024,0.63025,0.11929,7.1327,0.096229,14.834,1.8994,7975.6,134,70.55,52.649,10.482,18.177,25.823,28.957,10.482,NaN,16.36,8.2389,100,4,30,45,55,4,0,27,3,NaN,1.005,104,54.755,NaN,1,0,-0.0073119
0.50073,0.57297,0.43836,0.62931,0,0,-0.32347,0.062972,0.096801,9.024,0.16469,16.455,1.7649,7977,116,65.728,25.206,19.191,26.071,9.3623,19.058,11.183,13.24,17.896,13.594,41,32,43,10,31,15,17,28,15,-0.0029232,0.49927,73,41.363,69.966,1,0,0.40522
0.073992,0.68994,0.092736,0.75761,0,0,-0.11694,0.18974,0.13325,6.3188,0.44888,10.232,9.7182,7979.2,854,87.877,61.139,6.6295,21.426,27.759,33.954,4.8616,1.8167,15.526,6.4201,587,60,207,261,326,44,16,150,57,2.5269,0.92601,647,66.576,106.66,1,0,0.099304
0.090709,0.71293,0.10294,0.77567,0,0,-0.086611,0.34159,0.0026606,9.6107,0.27494,15.768,2.984,7980.5,263,88.137,62.575,10.51,20.99,29.533,33.562,6.9264,5.0331,16.721,6.7954,183,21,59,86,97,13,8,47,12,2.305,0.90929,204,68.365,102.79,1,0,0.13587
0.099415,0.67759,0.11111,0.74592,0,0,-0.085226,0.23716,0.089315,9.1277,0.17772,14.249,7.1803,7989.8,736,102.5,67.964,9.044,26.737,32.359,36.038,5.8323,3.6496,20.017,8.22,488,61,187,230,258,37,24,140,47,2.2037,0.90059,549,76.459,101.07,1,0,0.12602
0.22252,0.66938,0.2029,0.7321,0,0,-0.16743,0.11527,0.31928,7.4586,0.61422,14.503,4.2901,7990.4,377,87.876,51.877,15.018,23.553,21.598,31.126,7.2408,8.2057,16.091,9.1199,220,56,101,88,132,27,29,69,32,1.251,0.77748,276,64.334,86.229,1,0,0.27173
0.16083,0.57626,0.16265,0.65354,0,0,-0.14666,0.1344,0.16397,2.5611,0.16592,9.9757,3.0678,7990.4,762,248.39,141.4,27.304,88.171,60.926,82.613,19.561,10.646,63.149,34.573,417,81,264,175,242,54,27,183,81,1.6521,0.83917,498,162.33,92.189,1,0,0.13192
0.14288,0.65635,0.14388,0.72547,0,0,-0.13965,0.1311,0.045644,4.8539,0.28876,11.457,8.685,7990.4,958,110.3,68.868,12.096,31.068,29.765,39.635,8.5531,3.8394,21.721,10.307,595,100,263,253,342,70,30,182,81,1.7915,0.85712,695,80.023,94.357,1,0,0.1646
0.64817,0.51913,0.57923,0.56832,0,0,-0.24675,-0.0059214,0.12622,7.7413,0.031051,19.042,4.6575,8003.3,322,69.136,17.374,23.175,30.263,5.7319,12.008,15.383,8.3084,19.187,12.248,77,106,139,25,52,70,36,84,55,-0.61101,0.35183,183,39.292,63.223,1,0,0.42204
0.18594,0.5375,0.18625,0.61879,0,0,-0.14994,0.20107,0.18955,6.4338,0.33537,8.4958,6.2042,8005.6,564,90.906,46.298,10.963,34.654,19.401,30.502,8.4598,2.9606,25.482,13.464,284,65,215,118,166,49,16,157,58,1.4766,0.81406,349,56.252,89.532,1,0,0.13033
0.76524,0.54142,0.69118,0.5812,0,0,-0.28953,0.33991,0.11995,9.7908,0.20542,18.63,2.366,8011.7,117,49.45,11.503,19.865,21.63,4.8106,8.2168,10.604,11.777,17.215,5.3031,21,47,49,6,15,25,22,39,10,-1.1816,0.23476,68,28.74,57.487,1,0,0.54492
0.095388,0.71776,0.10532,0.77944,0,0,-0.14735,0.2751,0.082902,6.4583,0.16171,10.196,10.967,8012.4,1206,109.97,76.686,9.5231,25.338,32.645,44.589,6.2525,4.187,19.432,7.279,841,99,266,352,489,65,34,204,62,2.2496,0.90461,940,85.714,101.84,1,0,0.14631
0.10617,0.64836,0.11828,0.72093,0,0,-0.25325,0.29861,0.012749,7.8285,0.25476,31.67,1.3383,8012.9,129,96.391,82.622,10.748,28.738,33.808,56.425,10.937,10.139,28.023,13.16,82,11,36,26,56,7,4,28,8,2.1305,0.89383,93,69.491,99.841,1,0,0.11807
0.78357,0.38924,0.72556,0.43393,0,0,-0.24306,0.047251,0.026768,6.6027,0.18033,13.885,6.6748,8016.5,613,91.838,11.695,28.915,54.284,3.8538,8.1461,16.866,13.749,34.729,21.662,73,193,347,24,49,112,81,222,125,-1.2866,0.21643,266,39.851,56.49,1,0,0.30119
0.51505,0.61468,0.45183,0.66446,0,0,-0.24945,0.18865,0.09205,6.5006,0.17781,14.452,4.2569,8016.6,453,106.42,39.621,39.342,36.317,15.485,26.894,25.406,16.486,29.966,10.035,165,136,152,53,112,86,50,110,42,-0.06021,0.48495,301,70.709,69.301,1,0,0.49555
0.7087,0.48496,0.65035,0.52768,0,0,-0.16647,0.15176,0.023376,2.5269,0.20089,17.637,1.6242,8017.5,271,166.86,41.674,60.417,85.494,23.27,25.005,40.108,35.634,60.113,40.369,50,93,128,20,30,52,41,90,38,-0.88908,0.2913,143,88.045,60.359,1,0,0.40249
0.047129,0.51883,0.092308,0.61321,0,0,-0.15901,0.25232,0.15051,9.5352,0.1325,7.9397,1.7953,8018.8,106,59.044,39.229,7.2297,23.745,20.274,23.272,10.326,Inf,21.918,11.316,59,6,41,24,35,5,1,31,10,3.0066,0.95287,65,36.206,115.54,1,0,0.03065
0.59601,0.66874,0.52664,0.70727,0,0,-0.15169,0.23098,0.19088,6.4256,0.017665,12.165,9.8935,8019.2,1141,115.33,38.611,43.901,34.773,16.848,23.289,27.794,17.311,26.065,9.7939,382,425,334,158,224,258,167,249,85,-0.38886,0.40399,807,81.569,65.607,1,0,0.72572
0.12253,0.65101,0.1285,0.72175,0,0,-0.21119,0.17318,0.18847,4.7108,0.092854,9.6333,3.0632,8020.4,593,193.59,122.43,19.682,54.038,44.179,79.071,12.167,9.8583,39.841,18.378,373,55,165,134,239,34,21,118,47,1.9687,0.87747,428,139.72,97.185,1,0,0.13786
0.56541,0.65718,0.49587,0.69942,0,0,-0.29065,0.13126,0.069127,9.7208,0.035118,7.5638,2.0131,8022.9,173,85.937,30.37,30.046,27.053,9.5523,21.906,22.09,16.128,18.729,9.9149,61,60,52,17,44,35,25,36,16,-0.26316,0.43459,121,60.106,66.996,1,0,0.65373
0.18605,0.55881,0.18478,0.63889,0,0,-0.15178,0.13114,0.22813,7.591,0.31696,18.035,2.1191,8026.6,144,67.955,38.963,8.4078,31.482,17.819,27.655,6.2962,4.4512,21.795,12.013,75,17,52,31,44,8,9,36,16,1.4759,0.81395,92,43.416,89.522,1,0,0.14213
0.43241,0.73101,0.37255,0.77273,0,0,-0.1756,0.088655,0.10473,5.2762,0.10034,13.64,3.1684,8036.5,462,145.82,74.934,42.688,34.693,30.885,45.495,29.211,21.207,27.21,13.2,224,133,105,88,136,80,53,70,35,0.27202,0.56759,357,112.68,73.247,1,0,0.70876
0.61096,0.63493,0.54222,0.67568,0,0,-0.12428,0.24004,0.085986,7.4184,0.14725,14.014,3.074,8036.6,333,108.33,36.467,43.932,42.772,15.932,28.253,27.367,20.686,32.832,10.777,103,122,108,45,58,76,46,81,27,-0.45136,0.38904,225,73.195,64.927,1,0,0.64089
0.57549,0.53035,0.51534,0.58132,0,0,-0.18721,0.13392,1.8417,8.7136,0.21303,12.546,11.051,8036.6,1906,172.48,50.3,54.791,72.582,19.202,31.4,32.451,24.593,50.627,23.171,537,571,798,205,332,325,246,553,245,-0.3043,0.42451,1108,100.26,66.538,1,0,0.39196
0.12055,0.63282,0.12821,0.70605,0,0,-0.1572,0.20916,0.25157,2.722,0.29447,11.874,8.6596,8037.1,2099,242.39,149.83,23.379,71.25,63.087,88.519,14.889,9.0329,52.438,20.922,1292,190,617,530,762,121,69,453,164,1.9873,0.87945,1482,171.14,97.486,1,0,0.12531
0.14927,0.63684,0.15068,0.70874,0,0,-0.10815,0.52346,0.0037846,5.2553,0.036035,9.4788,1.2493,8037.2,103,82.445,49.627,10.467,33.403,22.412,34.698,12.212,55.325,30.021,33.596,62,11,30,28,34,9,2,26,4,1.7403,0.85073,73,58.432,93.555,1,0,0.15788
0.72435,0.74411,0.65833,0.76677,0,0,-0.10797,0.07417,0.045434,4.6533,0.1514,13.058,2.0052,8041.4,313,156.1,45.367,83.391,36.406,22.825,27.678,63.789,36.68,28.764,12.965,82,158,73,37,45,96,62,48,25,-0.96614,0.27565,240,119.69,59.589,1,0,1.2704
0.13982,0.57772,0.14739,0.65661,0,0,-0.22674,0.1407,0.18132,3.9814,0.23889,10.053,5.4529,8048.5,961,176.24,100.77,18.462,64.563,37.98,66.117,13.102,6.6139,45.872,20.757,538,93,330,185,353,66,27,230,100,1.8168,0.86018,631,115.72,94.755,1,0,0.11537
0.014649,0.5397,0.064771,0.63174,0,0,-0.24616,0.17344,0.26738,5.7106,0.23434,11.956,9.2211,8048.9,1002,108.66,64.201,5.1317,42.375,20.907,44.744,3.7758,1.7306,31.985,12.058,592,41,369,192,400,28,13,264,105,4.2086,0.98535,633,68.647,141.16,1,0,0.01036
0.50454,0.63252,0.44305,0.68058,0,0,-0.18002,0.13437,0.037526,3.2231,0.21936,13.145,6.2379,8050.5,1174,188.2,71.338,58.952,64.163,31.843,43.604,38.344,22.222,44.486,21.731,445,354,375,173,272,223,131,260,115,-0.018141,0.49546,799,128.09,69.789,1,0,0.52379
0.59936,0.63244,0.52713,0.67539,0,0,-0.17275,0.053094,0.047069,8.895,0.016187,18.651,2.9022,8050.5,191,65.811,27.299,25.309,21.363,12.43,16.558,18.402,8.5857,16.968,7.5804,61,68,62,24,37,48,20,40,22,-0.40278,0.40064,129,44.448,65.455,1,0,0.622
0.27234,0.65592,0.24242,0.71739,0,0,-0.21022,0.20192,0.10285,6.7149,0.20616,14.256,2.6846,8054.8,276,102.81,58.81,20.001,29.054,22.368,37.638,10.834,13.616,26.422,10.998,150,48,78,54,96,26,22,57,21,0.98276,0.72766,198,73.753,82.458,1,0,0.31314
0.19913,0.60148,0.1895,0.67387,0,0,-0.21435,0.15449,0.064732,4.3593,0.19376,10.563,3.0244,8055.4,509,168.3,94.052,21.492,57.53,33.493,61.804,12.234,11.165,40.778,20.602,278,65,166,99,179,37,28,117,49,1.3918,0.80087,343,113.41,88.275,1,0,0.18127
0.75599,0.54527,0.68421,0.58462,0,0,-0.23819,-0.071906,0.23328,9.1824,0.051071,3.8014,2.3245,8061.2,130,55.925,13.605,24.626,23.384,4.9688,10.835,17.452,11.321,15.311,13.104,24,52,54,8,16,30,22,30,24,-1.1308,0.24401,76,32.695,57.976,1,0,0.54676
0.14149,0.6576,0.14317,0.72677,0,0,-0.15998,0.17757,1.04,9.156,0.047355,15.635,13.68,8066.9,1259,92.03,57.503,9.9452,25.177,23.842,34.479,6.7566,3.1941,18.365,7.2894,784,131,344,319,465,89,42,247,97,1.803,0.85851,915,66.884,94.537,1,0,0.1639
0.096815,0.63262,0.11538,0.70909,0,0,-0.19207,0.38041,0.075867,8.9965,0.049656,5.7007,2.0852,8066.9,110,52.752,33.09,4.8304,18.885,12.469,23.854,2.6836,4.0458,15.344,9.1085,69,9,32,26,43,5,4,26,6,2.2331,0.90318,78,37.406,101.56,1,0,0.10055
0.071323,0.72533,0.087696,0.78682,0,0,-0.114,0.19917,0.24726,7.124,0.21348,10.908,8.6436,8066.9,971,112.34,82.527,8.1059,29.05,37.094,46.547,6.3863,2.8222,22.723,7.859,697,67,207,312,385,46,21,151,56,2.5665,0.92868,764,88.389,107.37,1,0,0.1136
0.11816,0.63776,0.12646,0.71064,0,0,-0.19621,0.21188,0.19996,3.764,0.20015,13.002,8.781,8070.5,1569,178.68,112.68,16.368,52.625,43.108,73.987,9.9832,6.8154,38.716,15.966,974,141,454,364,610,86,55,334,120,2.01,0.88184,1115,126.98,97.856,1,0,0.12547
0.16223,0.5624,0.16517,0.64122,0,0,-0.16114,0.13856,0.18551,3.4362,0.024332,15.591,6.0414,8073.3,1218,201.61,115.13,21.997,72.77,47.53,68.336,13.981,9.6126,50.675,24.369,652,129,437,265,387,77,52,304,133,1.6418,0.83777,781,129.27,92.031,1,0,0.12575
0.068056,0.65003,0.090323,0.7243,0,0,-0.14363,0.16675,0.070219,5.9351,0.10283,10.328,3.24,8073.3,428,132.1,88.868,9.3699,39.643,39.064,51.367,6.3581,6.6873,31.685,13.003,282,28,118,119,163,19,9,84,34,2.6169,0.93194,310,95.679,108.27,1,0,0.076243
0.103,0.54448,0.125,0.63005,0,0,-0.16627,0.1363,0.11177,6.0881,0.50494,12.391,16.737,8080.7,1930,115.31,64.716,9.2415,44.141,26.361,38.744,5.379,4.0328,30.664,13.833,1064,152,714,427,637,88,64,496,218,2.1644,0.897,1216,72.654,100.41,1,0,0.074253
