FRET Efficiency,Stoichiometry,Proximity Ratio,Stoichiometry (raw),Lifetime D [ns],Lifetime A [ns],Anisotropy D,Anisotropy A,|TDX-TAA| Filter,ALEX 2CDE Filter,|TDD-TDA| Filter,FRET 2CDE Filter,Duration [ms],Mean Macrotime [s],Number of Photons,Count rate [kHz],Count rate (DD) [kHz],Count rate (DA) [kHz],Count rate (AA) [kHz],Count rate (DD par) [kHz],Count rate (DD perp) [kHz],Count rate (DA par) [kHz],Count rate (DA perp) [kHz],Count rate (AA par) [kHz],Count rate (AA perp) [kHz],Number of Photons (DD),Number of Photons (DA),Number of Photons (AA),Number of Photons (DD par),Number of Photons (DD perp),Number of Photons (DA par),Number of Photons (DA perp),Number of Photons (AA par),Number of Photons (AA perp),log(FD/FA),M1-M2,Number of Photons (DX),Count rate (DX) [kHz],Distance (from intensity) [A],FRET efficiency (from lifetime),Distance (from lifetime) [A],FRET efficiency (sens. Acc. Em.)
0.66863,0.3858,0.61039,0.44,0,0,0.059818,0.17157,0.12064,4.497,0.0069728,11.286,1.8568,3487.5,175,94.249,20.624,26.201,54.422,11.687,21.819,15.611,12.447,38.873,17.605,30,47,98,17,13,28,19,70,28,-0.70197,0.33137,77,41.47,62.271,1,0,0.25331
0.63469,0.35789,0.58421,0.41394,0,0,-0.25465,0.22733,0.05539,3.0365,0.099082,23.39,3.419,3487.5,459,134.25,25.506,35.072,78.678,9.4991,17.434,24.961,13.268,58.497,22.631,79,111,269,25,54,79,32,200,69,-0.55239,0.36531,190,55.572,63.843,1,0,0.21337
0.63621,0.65233,0.56962,0.68895,0,0,-0.24697,0.06981,0.10042,4.3812,0.022557,15.832,1.745,3489.6,344,197.13,59.25,90.719,72.758,25.111,40.081,57.251,36.752,48.231,28.319,102,135,107,33,69,85,50,70,37,-0.55897,0.36379,237,135.81,63.773,1,0,0.71997
0.25463,0.6339,0.23,0.6993,0,0,-0.16761,0.078602,0.0034066,6.0326,0.4108,11.015,6.5764,3490.2,715,108.72,59.465,17.657,34.161,23.786,37.891,13.162,6.2868,22.562,13.239,385,115,215,154,231,76,39,142,73,1.0741,0.74537,500,76.029,83.723,1,0,0.26592
0.1675,0.62343,0.16423,0.69543,0,0,-0.14169,0.10276,0.010726,4.252,0.054654,8.5839,2.946,3498.5,394,133.74,83.031,17.406,40.733,37.082,49.433,10.752,7.6139,27.495,15.032,229,45,120,97,132,27,18,81,39,1.6034,0.8325,274,93.006,91.444,1,0,0.16726
0.14287,0.61877,0.14615,0.69272,0,0,-0.1817,0.049987,0.030536,3.8501,0.024714,9.9572,3.484,3502.2,563,161.59,95.733,18.398,51.459,46.199,58.647,13.486,6.7783,33.026,19.438,333,57,173,129,204,36,21,111,62,1.7917,0.85713,390,111.94,94.359,1,0,0.13986
0.56062,0.72809,0.49007,0.76263,0,0,-0.24596,0.36936,0.13564,7.9132,0.12256,13.607,1.7816,3503.3,198,111.14,47.724,52.433,27.563,22.285,32.229,32.389,20.692,22.285,6.2711,77,74,47,25,52,45,29,38,9,-0.24369,0.43938,151,84.756,67.214,1,0,0.90541
0.63903,0.54758,0.56164,0.59836,0,0,-0.29234,0.34022,0.041979,7.8171,0.1344,13.755,2.8755,3508.3,122,42.427,11.987,17.709,17.805,4.3012,8.6157,11.848,8.0399,14.172,4.6819,32,41,49,9,23,26,15,39,10,-0.57116,0.36097,73,25.387,63.644,1,0,0.4665
0.21949,0.67104,0.20059,0.73377,0,0,-0.15662,0.074178,0.061612,7.9907,0.14375,11.056,5.8053,3508.5,462,79.582,47.664,13.191,21.516,19.677,29.139,7.9533,7.6022,15.146,7.3468,271,68,123,111,160,41,27,81,42,1.2687,0.78051,339,58.395,86.482,1,0,0.27004
0.1308,0.55267,0.14447,0.63604,0,0,-0.16357,0.19033,0.12648,6.2114,0.0098663,11.011,8.8328,3508.6,838,94.874,52.197,9.0002,34.62,21.616,31.135,5.4937,3.5945,25.085,9.9887,456,77,305,184,272,47,30,221,84,1.8939,0.8692,533,60.343,95.981,1,0,0.097467
0.081155,0.51898,0.11133,0.60735,0,0,-0.14384,0.14781,0.16538,2.9619,0.1426,10.51,4.3483,3508.6,843,193.87,109.72,15.365,76.555,47.089,64.76,9.9741,5.9994,53.658,27.218,455,57,331,192,263,37,20,232,99,2.4268,0.91885,512,117.75,104.89,1,0,0.052812
0.77246,0.54499,0.71282,0.57949,0,0,-0.2029,0.074263,0.13681,4.2149,0.11802,11.835,5.8175,3509.2,673,115.69,23.592,49.932,49.135,9.3113,14.956,31.757,18.679,33.077,17.399,112,278,283,41,71,174,104,186,97,-1.2222,0.22754,390,67.039,57.099,1,0,0.55803
0.23705,0.78004,0.20779,0.82353,0,0,-0.14748,0.037892,0.10945,9.7367,0.076611,13.373,2.1417,3518.3,187,87.312,57.493,17.777,17.174,28.484,33.459,12.341,5.8404,10.929,9.2542,122,32,33,51,71,22,10,21,12,1.1689,0.76295,154,71.904,85.057,1,0,0.50703
0.13255,0.53656,0.14609,0.6199,0,0,-0.20019,0.099932,0.18046,4.3577,0.20104,10.539,8.1436,3526.8,1568,192.54,104.34,17.673,74.653,38.595,65.916,10.206,7.9411,50.297,25.38,830,142,596,307,523,82,60,401,195,1.8786,0.86745,972,119.36,95.735,1,0,0.092562
0.62696,0.62881,0.55789,0.66901,0,0,-0.14293,0.22933,0.11982,6.2886,0.23172,16.248,4.1541,3528.4,426,102.55,31.859,42.772,34.005,13.82,19.283,30.292,17.648,27.699,9.4001,126,159,141,53,73,106,53,105,36,-0.51918,0.37304,285,68.608,64.198,1,0,0.6406
0.76714,0.6312,0.705,0.66007,0,0,-0.32966,0.094252,0.10385,5.3007,0.095546,13.363,2.6806,3528.4,303,113.03,24.576,57.89,39.516,7.1886,19.079,34.764,25.055,26.472,17.041,59,141,103,14,45,82,59,69,34,-1.1922,0.23286,200,74.61,57.386,1,0,0.79189
0.64246,0.68854,0.57292,0.7218,0,0,-0.29966,0.20016,0.017256,4.0162,0.042396,9.9112,1.0173,3537.2,133,130.73,42.893,68.29,42.488,12.458,31.385,45.941,25.633,31.005,16.07,41,55,37,11,30,37,18,27,10,-0.58605,0.35754,96,94.364,63.486,1,0,0.85664
0.64302,0.62043,0.57303,0.66048,0,0,-0.22167,0.097385,0.42629,5.3881,0.18675,15.668,6.0994,3549.7,539,88.369,24.92,36.116,32.453,14.2,16.231,23.411,13.278,21.813,11.583,152,204,183,53,99,129,75,123,60,-0.58849,0.35698,356,58.366,63.46,1,0,0.63392
0.53907,0.67484,0.46721,0.71765,0,0,-0.1996,0.12128,0.10589,9.5183,0.28348,13.106,3.09,3549.8,170,55.017,22.225,18.575,16.237,10.764,14.224,13.048,7.1693,11.163,5.6228,65,57,48,24,41,35,22,33,15,-0.15659,0.46093,122,39.483,68.197,1,0,0.67479
0.63337,0.54694,0.5668,0.59375,0,0,-0.15295,0.073104,0.15583,8.5049,0.45005,26.979,4.4465,3551.6,416,93.558,24.064,36.511,40.359,10.176,14.179,22.348,15.126,26.508,16.624,107,140,169,44,63,82,58,111,58,-0.5467,0.36663,247,55.55,63.904,1,0,0.46117
0.099681,0.67931,0.11004,0.74717,0,0,-0.14398,0.14426,0.14349,3.7498,0.17231,9.5693,5.538,3567.2,973,175.7,116.83,15.669,46.063,52.659,68.497,9.4014,7.2599,34.284,13.856,647,80,246,273,374,48,32,172,74,2.2008,0.90032,727,131.28,101.02,1,0,0.12735
0.06578,0.6513,0.088398,0.72545,0,0,-0.16479,0.17321,0.017812,5.8772,0.0394,9.0083,3.4378,3567.2,499,145.15,98.61,15.985,41.673,45.465,62.083,12.305,6.169,31.863,13.484,330,32,137,133,197,20,12,98,39,2.6534,0.93422,362,105.3,108.93,1,0,0.074106
0.14772,0.60975,0.1501,0.68425,0,0,-0.18897,0.13273,0.23888,2.5232,0.087408,11.054,6.5091,3567.2,1441,221.38,135.56,25.286,69.903,51.602,85.251,16.244,9.612,52.976,21.508,838,148,455,319,519,92,56,315,140,1.7526,0.85228,986,151.48,93.747,1,0,0.13921
0.10291,0.58737,0.1215,0.66875,0,0,-0.10122,0.17584,0.11958,6.9058,0.029212,14.223,3.6955,3568.9,320,86.591,51.311,17.558,30.666,23.472,29.66,15.223,5.4023,22.974,10.065,188,26,106,86,102,18,8,76,30,2.1653,0.89709,214,57.907,100.42,1,0,0.088355
0.040361,0.68721,0.067245,0.75698,0,0,-0.15818,0.18762,0.23837,3.5633,0.24667,10.196,2.9886,3568.9,609,203.77,143.88,14.06,58.628,67.135,84.989,8.7627,7.3116,42.387,19.608,430,31,148,176,254,19,12,107,41,3.1687,0.95964,461,154.25,118.7,1,0,0.053483
0.019516,0.68723,0.055118,0.75821,0,0,-0.12062,0.17368,0.024913,8.0765,0.012515,10.484,3.6223,3569,335,92.481,68.95,5.9657,22.942,35.347,40.897,5.2925,2.0352,16.428,8.7414,240,14,81,106,134,12,2,58,23,3.9168,0.98048,254,70.12,134.46,1,0,0.025864
0.53854,0.65211,0.47273,0.6962,0,0,-0.27636,0.21934,0.066382,5.3401,0.052193,10.352,2.4153,3569.2,316,130.83,53.638,43.058,53.768,18.201,38.746,29.794,26.893,39.766,16.828,116,104,96,34,82,63,41,71,25,-0.15448,0.46146,220,91.085,68.221,1,0,0.60886
0.52647,0.64848,0.46178,0.69372,0,0,-0.16745,0.18351,0.26392,5.6986,0.046597,15.49,6.6531,3573.7,924,138.88,52.695,44.947,42.648,21.273,32.148,26.725,19.362,31.519,12.123,345,296,283,138,207,176,120,204,79,-0.10597,0.47353,641,96.346,68.775,1,0,0.58578
0.47413,0.70844,0.40891,0.75076,0,0,-0.14656,0.11419,0.29618,7.4375,0.11303,9.8905,4.2966,3573.7,329,76.573,33.981,23.827,19.695,14.331,20.745,14.919,9.3058,13.576,6.3834,146,101,82,61,85,62,39,56,26,0.10357,0.52587,247,57.488,71.219,1,0,0.69487
0.66392,0.56356,0.6002,0.60523,0,0,-0.21393,0.17089,0.038195,3.61,0.11081,10.836,10.949,3576.5,1682,153.62,38.446,60.606,60.644,13.697,25.202,37.457,23.905,47.178,17.615,407,611,664,145,262,370,241,474,190,-0.68082,0.33608,1018,92.975,62.491,1,0,0.51709
0.81357,0.60488,0.7551,0.63226,0,0,-0.23784,0.18041,0.007791,3.6687,0.010902,11.065,1.6342,3593,155,94.849,16.573,46.183,35.305,5.5245,14.825,34.609,22.603,30.211,12.29,24,74,57,8,16,44,30,41,16,-1.4734,0.18643,98,59.969,54.759,1,0,0.7512
0.56548,0.6435,0.5,0.68613,0,0,-0.1392,0.24415,0.16298,5.7036,0.096272,15.28,2.1745,3599.9,411,189.01,68.641,74.64,68.83,29.277,41.207,47.154,29.127,53.319,19.832,141,141,129,60,81,88,53,97,32,-0.26343,0.43452,282,129.68,66.993,1,0,0.61564
0.73761,0.59633,0.67442,0.63004,0,0,-0.13286,0.22531,0.017099,6.5745,0.017132,8.7166,2.2346,3604.4,273,122.17,27.105,52.722,45.353,14.864,15.489,33.179,23.695,33.678,28.628,56,116,101,24,32,73,43,75,26,-1.0336,0.26239,172,76.972,58.923,1,0,0.65721
0.61366,0.63974,0.54412,0.68,0,0,-0.10625,0.20899,0.059192,7.1736,0.001073,10.679,2.019,3605,200,99.061,31.313,44.632,34.526,15.803,17.564,32.5,16.554,25.355,10.279,62,74,64,28,34,47,27,47,17,-0.46271,0.38634,136,67.361,64.805,1,0,0.65726
0.27173,0.39501,0.26829,0.48521,0,0,-0.288,-0.031594,0.012176,7.572,0.26396,11.066,3.508,3606.5,169,48.175,18.414,7.3214,24.959,6.2587,13.348,4.3698,3.6391,14.631,11.912,60,22,87,17,43,13,9,51,36,0.98588,0.72827,82,23.375,82.501,1,0,0.10701
0.10813,0.56579,0.12766,0.64977,0,0,-0.23734,0.18831,0.037607,5.4868,0.034043,12.217,2.8035,3613.4,217,77.403,44.572,6.5007,27.729,15.595,29.715,3.1043,4.6087,20.364,7.6841,123,18,76,41,82,7,11,55,21,2.11,0.89187,141,50.294,99.5,1,0,0.084981
0.10798,0.47048,0.13873,0.56352,0,0,-0.1933,0.12196,0.14468,5.8725,0.10282,11.616,3.8738,3613.4,307,79.251,40.269,6.3573,34.591,16.422,27.883,3.8041,3.4364,24.369,13.425,149,24,134,56,93,13,11,92,42,2.1115,0.89202,173,44.659,99.526,1,0,0.057868
0.75625,0.58795,0.69663,0.62021,0,0,-0.18884,0.2265,0.059701,3.3068,0.19567,13.968,3.7063,3613.5,574,154.87,32.652,66.912,64.723,12.471,21.485,41.55,29.32,48.097,17.544,108,248,218,41,67,154,94,162,56,-1.1322,0.24375,356,96.051,57.962,1,0,0.65086
0.12389,0.65549,0.13115,0.72619,0,0,-0.18176,0.17602,0.022656,6.9023,0.14065,10.548,2.2154,3615,168,75.833,49.128,9.8731,24.669,23.873,30.126,8.0219,2.6816,21.403,7.6943,106,16,46,41,65,13,3,33,13,1.9561,0.87611,122,55.069,96.981,1,0,0.14217
0.69698,0.59758,0.62678,0.63587,0,0,-0.296,0.072146,0.17698,8.487,0.32991,17.536,7.3157,3615.1,552,75.454,17.907,34.911,29.713,4.9616,13.448,20.593,14.441,21.065,10.313,131,220,201,36,95,129,91,132,69,-0.83296,0.30302,351,47.979,60.927,1,0,0.62425
0.027405,0.72421,0.056962,0.78803,0,0,-0.19391,0.056729,0.20942,6.1298,0.20529,11.377,3.3115,3617.5,401,121.09,89.989,12.93,32.194,34.391,62.658,10.775,3.2862,21.016,11.674,298,18,85,112,186,15,3,55,30,3.5692,0.97259,316,95.425,126.9,1,0,0.043405
0.2475,0.51691,0.23478,0.5974,0,0,-0.18147,0.10578,0.1385,9.3099,0.38202,8.216,6.0642,3617.6,385,63.488,29.566,9.2141,25.753,13.075,18.143,5.7103,3.8147,17.445,12.082,176,54,155,68,108,33,21,105,50,1.112,0.7525,230,37.928,84.253,1,0,0.15973
0.06581,0.58947,0.093951,0.67215,0,0,-0.19474,0.21268,0.28131,5.3807,0.083844,10.382,8.6769,3626.7,1156,133.23,82.979,9.3753,44.218,32.613,51.862,6.8472,3.039,32.551,11.974,704,73,379,264,440,51,22,279,100,2.6529,0.93419,777,89.548,108.92,1,0,0.056993
0.013908,0.73894,0.05,0.8,0,0,-0.15552,0.26014,0.1373,8.3863,0.4831,11.944,2.0926,3627.3,125,59.735,45.399,7.6195,12.318,19.872,27.456,7.6195,NaN,9.3614,3.5075,95,5,25,39,56,5,0,19,6,4.2613,0.98609,100,47.788,142.41,1,0,0.023744
0.76305,0.58833,0.6962,0.62205,0,0,-0.3587,0.055109,0.106,7.6466,0.084677,21.845,1.7136,3629.4,127,74.113,23.23,32.096,41.044,7.1994,18.391,22.432,15.242,29.989,16.373,24,55,48,5,19,33,22,31,17,-1.1694,0.23695,79,46.102,57.604,1,0,0.65772
0.073154,0.69364,0.090595,0.76065,0,0,-0.15892,0.15903,0.1629,5.0075,0.32408,11.043,13.827,3633.2,1901,137.48,95.101,10.219,33.527,38.836,56.376,7.3327,2.9232,23.727,10.279,1315,131,455,537,778,94,37,322,133,2.5392,0.92685,1446,104.57,106.88,1,0,0.0999
0.042865,0.68786,0.072,0.75758,0,0,-0.18989,0.47783,0.011986,9.3641,0.023075,9.6037,2.2194,3633.3,165,74.346,52.267,9.2262,21.653,20.523,33.569,25.31,4.1005,18.405,7.1203,116,9,40,44,72,5,4,34,6,3.1059,0.95713,125,56.322,117.47,1,0,0.056975
0.092002,0.53253,0.12075,0.62207,0,0,-0.16772,0.094613,0.24371,8.4733,0.11451,10.38,6.6507,3633.6,426,64.053,35.084,4.8347,24.488,14.003,22.199,2.6364,2.4996,17.65,8.0612,233,32,161,93,140,17,15,108,53,2.2894,0.908,265,39.845,102.52,1,0,0.063213
0.47078,0.4048,0.42562,0.47638,0,0,-0.19397,0.19934,0.045283,8.5278,0.019305,13.648,7.6317,3636.2,508,66.565,18.48,14.788,35.481,7.1687,12.473,10.337,4.8557,25.877,10.922,139,103,266,52,87,72,31,194,72,0.117,0.52922,242,31.71,71.378,1,0,0.19311
0.57179,0.44128,0.512,0.50201,0,0,-0.1137,0.30839,0.10833,8.5167,0.40588,14.465,3.4154,3636.2,249,72.905,18.387,21.015,41.403,8.848,11.641,14.198,7.9304,33.004,9.2846,61,64,124,27,34,42,22,97,27,-0.28917,0.42821,125,36.599,66.706,1,0,0.27239
0.73823,0.59833,0.67806,0.63105,0,0,-0.1942,0.11704,0.082886,2.6306,0.13296,10.666,10.965,3637.1,2087,190.33,39.528,87.882,70.222,15.637,24.886,55,34.543,47.97,23.214,424,893,770,159,265,542,351,526,244,-1.0368,0.26177,1317,120.11,58.891,1,0,0.66327
0.061815,0.56112,0.096774,0.64921,0,0,-0.17484,0.1472,0.049775,9.0027,0.10748,7.9092,2.9146,3639.4,191,65.531,38.427,6.9644,28.143,17.291,25.653,4.1348,6.035,19.742,12.213,112,12,67,44,68,6,6,47,20,2.7198,0.93819,124,42.544,110.14,1,0,0.047668
0.74924,0.61919,0.68613,0.65032,0,0,-0.15339,0.017295,0.012753,3.9464,0.070255,10.219,5.336,3641.5,632,118.44,24.175,54.91,43.264,10.572,15.19,31.544,24.162,26.82,16.707,129,282,221,53,76,162,120,137,84,-1.0945,0.25076,411,77.024,58.327,1,0,0.73477
0.082444,0.4307,0.12687,0.52756,0,0,-0.136,0.11673,0.10738,7.3732,0.3851,11.712,2.9612,3646.7,254,85.775,41.814,8.3605,40.524,17.869,25.814,4.918,5.8401,31.159,12.833,117,17,120,50,67,10,7,82,38,2.4096,0.91756,134,45.252,104.59,1,0,0.03762
0.20703,0.49064,0.20721,0.57513,0,0,-0.21806,0.037827,0.018333,9.3569,0.084073,12.531,2.4144,3647.9,193,79.937,37.698,9.5262,34.222,13.803,25.552,4.7146,4.9702,22.297,12.866,88,23,82,31,57,11,12,52,30,1.343,0.79297,111,45.974,87.56,1,0,0.12028
0.10137,0.65603,0.1145,0.72778,0,0,-0.15709,0.18968,0.11785,7.2003,0.028732,9.5907,4.0365,3648.9,360,89.185,57.986,7.7289,25.707,23.833,34.242,5.4102,6.8999,18.625,11.472,232,30,98,95,137,21,9,71,27,2.1821,0.89863,262,64.907,100.7,1,0,0.11661
0.077591,0.69191,0.093466,0.75895,0,0,-0.13436,0.13553,0.22882,4.0202,0.30705,10.517,8.7356,3648.9,1452,166.22,115.7,12.711,40.161,52.535,65.897,7.5009,5.6062,27.883,13.17,999,103,350,430,569,58,45,243,107,2.4755,0.92241,1102,126.15,105.75,1,0,0.1051
0.13261,0.56652,0.14458,0.64844,0,0,-0.17355,0.16515,0.061932,4.9838,0.09785,15.643,1.4506,3648.9,128,88.241,61.524,8.5731,31.022,24.88,42.273,6.1279,4.4899,22.06,18.422,71,12,45,28,43,7,5,32,13,1.8781,0.86739,83,57.219,95.728,1,0,0.10453
0.056369,0.71802,0.077071,0.78163,0,0,-0.12749,0.13906,0.056328,5.4963,0.023454,10.966,4.6995,3649,664,141.29,101.93,10.061,31.53,46.175,57.902,8.3006,2.5815,21.962,10.811,479,40,145,209,270,33,7,101,44,2.8178,0.94363,519,110.44,111.96,1,0,0.086572
0.081121,0.58401,0.10566,0.66667,0,0,-0.19408,0.12248,0.19649,4.3551,0.55006,11.667,7.0894,3649,795,112.14,67.645,9.1332,37.38,25.896,42.476,6.0344,4.4192,25.672,13.255,474,56,265,178,296,37,19,182,83,2.4272,0.91888,530,74.759,104.9,1,0,0.068691
0.10956,0.54922,0.13014,0.63478,0,0,-0.25547,0.14935,0.049561,6.0643,0.23782,9.8432,2.7843,3649,230,82.606,48.116,7.7949,32.201,16.811,33.697,4.7132,3.4272,22.617,11.024,127,19,84,40,87,11,8,59,25,2.0952,0.89044,146,52.437,99.256,1,0,0.08051
0.10322,0.61666,0.11737,0.69325,0,0,-0.15771,0.13711,0.15399,3.5996,0.10843,10.785,6.7678,3656.6,1229,181.59,111.51,16.756,55.909,45.67,67.4,10.221,7.6993,38.854,18.621,752,100,377,308,444,61,39,262,115,2.162,0.89678,852,125.89,100.37,1,0,0.10015
0.185,0.59931,0.17969,0.67368,0,0,-0.11313,0.19254,0.019215,5.9963,0.014204,9.8311,1.9484,3656.6,190,97.515,53.89,15.473,39.551,24.673,29.861,10.785,5.9875,29.103,12.162,105,23,62,47,58,16,7,45,17,1.4828,0.815,128,65.694,89.625,1,0,0.16689
0.69478,0.59156,0.62867,0.62935,0,0,-0.23116,0.050574,0.28428,4.1977,0.16016,20.243,8.2092,3661.2,920,112.07,27.404,49.005,43.568,9.3194,18.467,29.74,20.329,29.29,16.062,215,364,341,73,142,213,151,219,122,-0.82258,0.30522,579,70.53,61.032,1,0,0.60694
0.15651,0.63762,0.15663,0.7094,0,0,-0.25626,0.10312,0.031998,6.4415,0.035957,8.1539,1.8406,3668.9,117,63.567,38.032,7.9285,21.423,13.782,26.079,5.2613,4.2692,14.492,8.459,70,13,34,22,48,6,7,23,11,1.6844,0.84349,83,45.095,92.687,1,0,0.1661
0.0019458,0.63384,0.046997,0.71455,0,0,-0.18266,0.25672,0.01096,5.8307,0.33334,9.2069,5.1337,3672.5,536,104.41,71.496,3.9226,29.803,28.871,45.635,2.833,2.6766,22.596,8.7653,365,18,153,141,224,13,5,116,37,6.2401,0.99805,383,74.605,198.05,1,0,0.0020316
0.063675,0.57586,0.096386,0.66188,0,0,-0.19885,0.092772,0.072995,9.1774,0.43657,8.9539,9.3211,3672.6,627,67.267,41.291,4.5221,22.744,15.478,26.171,3.0394,1.8901,15.234,7.6497,375,40,212,139,236,25,15,142,70,2.6882,0.93633,415,44.523,109.57,1,0,0.052143
0.029066,0.63921,0.064039,0.71731,0,0,-0.17377,0.16799,0.08963,5.3909,0.062852,9.2702,2.0704,3672.7,283,136.69,99.726,8.5728,39.582,45.964,60.873,3.9567,5.6513,28.202,15.743,190,13,80,75,115,6,7,57,23,3.5087,0.97093,203,98.05,125.62,1,0,0.031059
0.2035,0.55914,0.19753,0.6378,0,0,-0.24763,0.30933,0.019028,9.7938,0.12021,11.372,1.7668,3679.1,127,71.882,36.79,11.912,30.527,11.906,26.677,5.9559,10.195,24.88,7.0562,65,16,46,21,44,8,8,36,10,1.3646,0.7965,81,45.846,87.876,1,0,0.15567
0.61231,0.56957,0.53846,0.61905,0,0,-0.14368,0.086981,0.041722,8.8692,0.022969,8.3653,2.5021,3682.1,126,50.357,16.03,16.93,21.447,13.198,9.3506,13.64,5.1978,14.298,9.8449,36,42,48,15,21,30,12,32,16,-0.45704,0.38769,78,31.174,64.866,1,0,0.4887
0.11686,0.59231,0.13007,0.67156,0,0,-0.2053,0.14179,0.79844,5.1699,0.60009,11.042,11.887,3685.8,1431,120.38,70.444,11.094,40.484,25.7,45.311,7.4273,3.9655,28.253,12.633,836,125,470,305,531,83,42,328,142,2.0225,0.88314,961,80.842,98.06,1,0,0.1024
0.78831,0.63402,0.72973,0.66071,0,0,-0.13673,0.14106,0.042405,4.797,0.37315,20.216,3.4275,3696.3,448,130.71,25.072,71.439,48.465,11.575,14.773,43.787,29.691,33.798,17.525,80,216,152,34,46,132,84,106,46,-1.3148,0.21169,296,86.36,56.225,1,0,0.82371
0.71199,0.69242,0.64162,0.72083,0,0,-0.26469,0.20277,0.1667,6.3935,0.15485,18.536,2.8436,3696.4,240,84.4,21.923,39.575,25.722,7.6579,15.205,25.381,16.378,19.365,6.9104,62,111,67,19,43,67,44,49,18,-0.90506,0.28801,173,60.839,60.199,1,0,0.96676
0.69192,0.6327,0.62202,0.66799,0,0,-0.24029,0.085012,0.080662,7.276,0.27216,9.8771,5.9109,3698.1,503,85.096,22.146,35.879,31.681,7.6712,14.822,24.549,12.561,21.057,11.264,127,209,167,42,85,143,66,111,56,-0.80913,0.30808,336,56.844,61.169,1,0,0.71889
0.76812,0.64907,0.70833,0.67606,0,0,-0.21292,0.21859,0.030389,2.2698,0.072007,11.903,0.90439,3698.1,142,157.01,36.183,81.239,58.87,22.241,23.26,48.982,35.718,45.598,22.53,28,68,46,10,18,41,27,34,12,-1.1977,0.23188,96,106.15,57.333,1,0,0.85689
0.72299,0.63427,0.65603,0.66667,0,0,-0.089095,0.022838,0.035519,4.9139,0.035571,11.295,4.2658,3698.1,423,99.16,25.936,45.085,35.777,14.704,15.046,28.513,19.002,22.329,13.718,97,185,141,45,52,117,68,88,53,-0.95933,0.27701,282,66.107,59.657,1,0,0.75624
0.46822,0.097202,0.5,0.18349,0,0,-0.28608,0.13931,0.25313,9.7471,0.43675,-12.553,2.717,3704.1,109,40.117,4.8259,4.1719,32.756,1.5682,3.6778,3.3376,5.9365,22.819,11.008,10,10,89,3,7,8,2,62,27,0.12729,0.53178,20,7.361,71.501,1,0,0.030406
0.12076,0.67399,0.12707,0.7418,0,0,-0.10368,0.20043,0.0011865,7.5227,0.13046,11.043,2.7577,3705.9,244,88.478,57.293,12.275,24.69,26.108,34.109,8.7974,4.8031,20.112,8.22,158,23,63,72,86,14,9,46,17,1.9853,0.87924,181,65.633,97.453,1,0,0.15058
0.091552,0.61395,0.11025,0.6921,0,0,-0.16782,0.16094,0.044733,5.7267,0.23874,9.7716,6.5648,3706,747,113.79,70.589,8.842,35.807,28.468,44.772,5.2742,4.464,25.377,11.474,460,57,230,184,276,34,23,163,67,2.2948,0.90845,517,78.753,102.61,1,0,0.087819
0.084748,0.67216,0.10191,0.74232,0,0,-0.10986,0.20764,0.30673,9.2753,0.20376,9.0127,5.2734,3710.3,423,80.214,53.971,6.8751,22.594,24.806,30.162,5.3225,3.0078,16.583,6.2435,282,32,109,127,155,18,14,80,29,2.3795,0.91525,314,59.544,104.07,1,0,0.1048
0.16599,0.22851,0.23958,0.32323,0,0,-0.10074,0.1139,0.11193,8.7069,0.14767,5.0743,4.6055,3713.6,297,64.488,18.659,6.7442,43.644,8.6302,10.463,4.428,3.0296,29.747,15.538,73,23,201,33,40,13,10,137,64,1.6143,0.83401,96,20.845,91.611,1,0,0.029654
0.57098,0.40181,0.5189,0.4619,0,0,-0.26373,0.084945,0.034835,4.6402,0.40994,13.18,5.4831,3716,630,114.9,25.653,29.661,62.22,8.5377,17.774,17.875,13.711,41.993,21.755,140,151,339,43,97,91,60,225,114,-0.28586,0.42902,291,53.072,66.743,1,0,0.23133
0.70841,0.45614,0.64975,0.50127,0,0,-0.22255,0.084313,0.063179,3.8767,0.002645,9.8822,2.9304,3716,393,134.11,27.312,48.3,66.884,9.591,19.384,30.188,18.554,44.571,24.873,69,128,196,24,45,80,48,130,66,-0.88765,0.29159,197,67.225,60.374,1,0,0.35835
0.43689,0.44704,0.39506,0.51592,0,0,-0.20219,0.15678,0.17733,4.8256,0.078099,22.472,4.4779,3717.6,471,105.18,35.238,23.893,51.862,12.945,24.745,17.889,8.7417,39.754,16.188,147,96,228,54,93,67,29,161,67,0.25379,0.56311,243,54.266,73.024,1,0,0.21303
0.42835,0.44007,0.39019,0.50803,0,0,-0.21007,0.097685,1.1673,3.3004,4.1243,30.306,20.498,3717.7,3612,176.22,54.729,35.405,87.271,20.183,35.199,22.548,13.284,58.59,29.358,1119,716,1777,403,716,456,260,1193,584,0.28859,0.57165,1835,89.523,73.449,1,0,0.20305
0.045333,0.48145,0.09375,0.57744,0,0,-0.16155,0.14107,0.56028,8.2483,0.025538,11.12,7.5129,3719.3,665,88.515,46.994,5.446,37.75,19.235,28.212,4.2358,2.4687,26.481,11.543,348,36,281,141,207,28,8,196,85,3.0473,0.95467,384,51.112,116.32,1,0,0.025386
-0.016351,0.63899,0.03413,0.7199,0,0,-0.17634,0.11769,0.08147,6.0053,0.14737,12.022,3.7343,3719.3,407,108.99,75.79,5.7655,31.441,29.727,49.316,5.189,Inf,21.661,13.588,283,10,114,111,172,9,1,78,36,NaN,1.0164,293,78.461,NaN,1,0,-0.017456
