1.359599999999999993e-05	4.215956671899999897e+00	8.521072528857352779e+00
2.719199999999999986e-05	3.877174446600000213e+00	7.300765829382305228e+00
4.078800000000000318e-05	3.670140866399999702e+00	7.525102564476542355e+00
5.438399999999999972e-05	1.622390478300000050e+00	1.063855928664085404e+01
6.797999999999999627e-05	3.647555397699999702e+00	1.080414180535949775e+01
8.157600000000000636e-05	3.918581193000000074e+00	8.469187470744355295e+00
9.517200000000000291e-05	4.016451624100000117e+00	1.001701378773130990e+01
1.087679999999999994e-04	3.956223678299999769e+00	9.013184167635015953e+00
1.223639999999999960e-04	3.858353261499999576e+00	6.311114784460410299e+00
1.359599999999999925e-04	3.975044928399999566e+00	1.011907688486355283e+01
1.495560000000000162e-04	3.929873970600000099e+00	1.071195483499629830e+01
1.631520000000000127e-04	3.839532047400000092e+00	1.022893770076131403e+01
1.767479999999999822e-04	3.926109738100000079e+00	1.158765840404358016e+01
1.903440000000000058e-04	3.956223722300000301e+00	7.265273857338124586e+00
2.039400000000000024e-04	4.042801413600000338e+00	7.893925128480439923e+00
2.175359999999999989e-04	3.899760029999999933e+00	8.412814109724150669e+00
2.447279999999999920e-04	4.016451706000000677e+00	1.291132517236099453e+01
2.719199999999999851e-04	3.745425925299999736e+00	1.086249066613333270e+01
2.991120000000000324e-04	3.937402545099999873e+00	1.508344609604508868e+01
3.263040000000000255e-04	3.854589121600000112e+00	1.801666160686741947e+01
3.534959999999999643e-04	3.929874079900000261e+00	1.703588465660765650e+01
3.806880000000000116e-04	3.696490767099999797e+00	2.067432289494075093e+01
4.078800000000000047e-04	3.991984188399999578e+00	1.516967016680208502e+01
4.350719999999999978e-04	3.826357324399999982e+00	1.259990767619248864e+01
4.894559999999999840e-04	3.800948683700000164e+00	1.492094437533709694e+01
5.438399999999999701e-04	3.827298443000000105e+00	2.238409980389625886e+01
5.982240000000000647e-04	3.902583418000000304e+00	1.303201942150386117e+01
6.526080000000000509e-04	3.897878137699999801e+00	1.936424042319463013e+01
7.069919999999999287e-04	3.937402764100000230e+00	5.340385918182029457e+01
7.613760000000000232e-04	3.774599092799999500e+00	1.567089046423510190e+01
