time_ns,intensity,fit,wres
1.33849,3420,4265.43510128015,-14.456635200106
1.34826,3366,4228.05521776295,-14.8586047067065
1.35803,3444,4191.00291060281,-12.728895544376
1.3678,3534,4154.29106902445,-10.4342744491408
1.37757,3324,4117.88518953748,-13.7697860503397
1.38734,3387,4081.79835078194,-11.9385389478042
1.39711,3495,4046.02775686359,-9.32072910682015
1.40688,3153,4010.57063638987,-15.2724220361001
1.41665,3462,3975.42424225512,-8.72595238926531
1.42642,3177,3940.5858514278,-13.5471913550578
1.43619,3189,3906.05276473949,-12.6976647090152
1.44596,3261,3871.82230667573,-10.6964456624942
1.45573,3264,3837.89182516884,-10.0451161646301
1.4655,3168,3804.25869139231,-11.304234066027
1.47527,3216,3770.92029955724,-9.78526501109096
1.48504,3294,3737.87406671037,-7.73388971480885
1.49481,2901,3705.11743253401,-14.9295120249122
1.50458,3051,3672.64785914768,-11.2544257041172
1.51435,3060,3640.46283091141,-10.4933389713605
1.52412,3156,3608.55985423095,-8.05577872515587
1.53389,2997,3576.93645736446,-10.5934406991305
1.54366,2919,3545.59019023111,-11.5975577530578
1.55343,2874,3514.51862422116,-11.9478119981382
1.5632,2874,3483.71935200787,-11.3733026862017
1.57297,2814,3453.18998736097,-12.0494692239712
1.58274,2895,3422.92816496175,-9.81184204614367
1.59251,2775,3392.93154021985,-11.7302932445466
1.60228,2829,3363.19778909158,-10.0435122249173
1.61205,2679,3333.72460789986,-12.6494693603636
1.62182,2691,3304.50971315574,-11.8267276008097
1.63159,2856,3275.55084138152,-7.85064781051841
1.64136,2766,3246.84574893532,-9.14280996559285
1.65113,2670,3218.39221183728,-10.6129385031588
1.6609,2589,3190.18802559729,-11.8152875766178
1.67067,2793,3162.23100504409,-6.98654876303635
1.68044,2643,3134.5189841561,-9.56074455617069
1.69021,2466,3107.04981589351,-12.9090785568837
1.69998,2700,3079.82137203197,-7.30966571288767
1.70975,2610,3052.83154299769,-8.6679878629046
1.71952,2451,3026.07823770402,-11.6159645395074
1.72929,2451,2999.5593833894,-11.0803120818924
1.73906,2502,2973.27292545679,-9.42169058633526
1.74883,2493,2947.21682731453,-9.09708138787642
1.7586,2469,2921.38907021845,-9.10440479415186
1.76837,2496,2895.78765311555,-8.00215735093274
1.77814,2358,2870.41059248895,-10.5522773751002
1.78791,2415,2845.25592220418,-8.75524471250743
1.79768,2334,2820.32169335688,-10.0663775891613
1.80745,2427,2795.6059741218,-7.48216845101808
1.81722,2355,2771.1068496031,-8.57451193356076
1.82699,2340,2746.82242168605,-8.41001851646141
1.83676,2322,2722.75080888991,-8.31655185811711
1.84653,2256,2698.8901462222,-9.32451968656144
1.8563,2274,2675.23858503416,-8.41409594709711
1.86607,2241,2651.79429287759,-8.67767684578619
1.87584,2298,2628.55545336282,-6.89555638716367
1.88561,2202,2605.52026601798,-8.59917315077624
1.89538,2136,2582.68694614957,-9.6650173233033
1.90515,2091,2560.05372470412,-10.2575955843966
1.91492,2187,2537.61884813115,-7.49740319820289
1.92469,2313,2515.38057824733,-4.20805120738765
1.93446,2034,2493.33719210177,-10.1848851717929
1.94423,2205,2471.48698184259,-5.67507625255989
1.954,2025,2449.82825458453,-9.44062787965633
1.96377,2187,2428.35933227787,-5.16106946155756
1.97354,2007,2407.07855157833,-8.93041380334969
1.98331,2139,2385.98426371828,-5.34027831439551
1.99308,1971,2365.07483437896,-8.87636984921491
2.00285,2076,2344.34864356386,-5.8895990464561
2.01262,1962,2323.80408547321,-8.16815489981884
2.02239,1920,2303.43956837958,-8.75077087673087
2.03216,1971,2283.25351450454,-7.03337904291069
2.04193,2118,2263.24435989641,-3.15599494597463
2.0517,1959,2243.41055430915,-6.42581903588941
2.06147,1875,2223.75056108215,-8.0540492128326
2.07124,1767,2204.26285702129,-10.4021787727565
2.08101,1962,2184.94593228083,-5.03326795431985
2.09078,1716,2165.79829024648,-10.8582330463338
2.10055,1836,2146.81844741945,-7.25388136116613
2.11032,1773,2128.00493330151,-8.4310180762957
2.12009,1674,2109.35629028102,-10.6406239960183
2.12986,1674,2090.87107352005,-10.1888233779284
2.13963,1848,2072.54785084244,-5.22345574219496
2.1494,1776,2054.38520262278,-6.60578852421484
2.15917,1839,2036.3817216765,-4.60273602652182
2.16894,1701,2018.53601315078,-7.69911542930122
2.17871,1728,2000.84669441651,-6.56367135286973
2.18848,1746,1983.31239496119,-5.67934567011682
2.19825,1623,1965.93175628271,-8.51232984416933
2.20802,1665,1948.7034317841,-6.95276371286207
2.21779,1623,1931.62608666922,-7.66078673121728
2.22756,1695,1914.69839783935,-5.33632213524241
2.23733,1584,1897.91905379064,-7.88751299974965
2.2471,1560,1881.28675451255,-8.13449361043508
2.25687,1542,1864.80021138708,-8.22037488263875
2.26664,1518,1848.45814708898,-8.48165450219
2.27641,1590,1832.25929548674,-6.07549807724633
2.28618,1587,1816.20240154453,-5.75348122741938
2.29595,1542,1800.28622122497,-6.57747266138984
2.30572,1635,1784.50952139267,-3.69751524031124
2.31549,1428,1768.87107971881,-9.02040532220918
2.32526,1608,1753.36968458635,-3.62519043904761
2.33503,1617,1738.00413499616,-3.00915945443982
2.3448,1389,1722.77324047404,-8.9557176357028
2.35457,1404,1707.67582097839,-8.10450809475233
2.36434,1395,1692.71070680887,-7.9708998043371
2.37411,1470,1677.87673851573,-5.421846612651
2.38388,1410,1663.17276680998,-6.74229004670641
2.39365,1365,1648.59765247436,-7.6760236810706
2.40342,1332,1634.15026627506,-8.27886629827734
2.41319,1395,1619.82948887427,-6.01957970570269
2.42296,1428,1605.63421074339,-4.70069969361413
2.43273,1338,1591.56333207716,-6.93199743731235
2.4425,1356,1577.61576270834,-6.01825800465704
2.45227,1362,1563.79042202334,-5.46779212075043
2.46204,1359,1550.08623887846,-5.18345919430933
2.47181,1353,1536.50215151689,-4.98875599073092
2.48158,1290,1523.03710748647,-6.48828959829668
2.49135,1296,1509.69006355814,-5.93583509883724
2.50112,1293,1496.45998564512,-5.65821892666329
2.51089,1407,1483.34584872277,-2.03534661252576
2.52066,1305,1470.34663674921,-4.57709693034686
2.53043,1164,1457.46134258659,-8.60150428348227
2.5402,1329,1444.68896792301,-3.17343389612432
2.54997,1191,1432.02852319526,-6.98413393191428
2.55974,1284,1419.47902751209,-3.78085096649663
2.56951,1185,1407.03950857824,-6.4501688310527
2.57928,1143,1394.70900261907,-7.44518739842236
2.58905,1203,1382.48655430597,-5.17486597756983
2.59882,1260,1370.37121668225,-3.1093567792856
2.60859,1299,1358.36205108985,-1.6470406684432
2.61836,1137,1346.45812709657,-6.21179312249362
2.62813,1203,1334.65852242398,-3.79591223968543
2.6379,1269,1322.96232287602,-1.51481579584178
2.64767,1158,1311.3686222681,-4.50694477510937
2.65744,1200,1299.87652235694,-2.88318685342506
2.66721,1155,1288.48513277094,-3.92773253059929
2.67698,1197,1277.19357094126,-2.31788816183011
2.68675,1122,1266.00096203334,-4.29901504560349
2.69652,1170,1254.90643887924,-2.48226243699473
2.70629,1065,1243.90914191035,-5.48223602124002
2.71606,1053,1233.00821909087,-5.5472552473254
2.72583,1092,1222.20282585172,-3.94011675183722
2.7356,963,1211.49212502521,-8.00754681674547
2.74537,1116,1200.87528678006,-2.54067525279037
2.75514,921,1190.35148855721,-8.87543330672811
2.76491,1104,1179.91991500603,-2.28492093355005
2.77468,1005,1169.57975792116,-5.19150633508732
2.78445,990,1159.33021617991,-5.38166754521376
2.79422,948,1149.17049568017,-6.53371395700383
2.80399,984,1139.09980927891,-4.94440132983983
2.81376,936,1129.11737673116,-6.31223892542338
2.82353,945,1119.22242462961,-5.66745589684343
2.8333,1101,1109.41418634462,-0.25358202545696
2.84307,888,1099.6919019649,-7.10391509217573
2.85284,903,1090.05481823857,-6.2247945814852
2.86261,951,1080.50218851484,-4.19939618489378
2.87238,939,1071.03327268615,-4.30874301196379
2.88215,978,1061.64733713082,-2.67474689838611
2.89192,891,1052.34365465622,-5.40521580605424
2.90169,882,1043.12150444245,-5.42524325648728
2.91146,1008,1033.98017198644,-0.818298501128504
2.92123,981,1024.91894904663,-1.40222412720511
2.931,882,1015.93713358813,-4.50989787680248
2.94077,975,1007.03402972823,-1.02591000786388
2.95054,894,998.208947682605,-3.48526857876481
2.96031,813,989.461203711771,-6.18876461008374
2.97008,876,980.790120068174,-3.54053005085175
2.97985,831,972.195024943652,-4.89800114794731
2.98962,825,963.675252417401,-4.82805257597716
2.99939,915,955.230142404365,-1.32996748301409
3.00916,747,946.85904060411,-7.3124598980532
3.01893,810,938.561298450121,-4.5171835783451
3.0287,843,930.33627305956,-3.00802102727271
3.03847,663,922.183327183449,-10.0658463419133
3.04824,774,914.101829157309,-5.03585625630233
3.05801,780,906.09115285221,-4.51478750211238
3.06778,741,898.150677626267,-5.77307439412027
3.07755,777,890.279788276551,-4.06388976734835
3.08732,816,882.477874991429,-2.32719110947506
3.09709,672,874.744333303317,-7.82103245363319
3.10686,732,867.078564041842,-4.99264738948645
3.11663,837,859.479973287426,-0.777021546596353
3.1264,786,851.947972325271,-2.35228627182127
3.13617,804,844.481977599743,-1.42768927106322
3.14594,696,837.081410669166,-5.34767707068231
3.15571,792,829.745698161,-1.34123498121131
3.16548,762,822.474271727422,-2.19075171992981
3.17525,759,815.266568001291,-2.0423470296494
3.18502,723,808.122028552499,-3.16572230474782
3.19479,738,801.040099844707,-2.32053814325391
3.20456,750,794.020233192458,-1.60739164707646
3.21433,690,787.06188471867,-3.69508280096679
3.2241,735,780.16451531249,-1.66591824423623
3.23387,678,773.327590587534,-3.6610340607725
3.24364,702,766.550580840479,-2.43630467421229
3.25341,744,759.832961010028,-0.580464513591554
3.26318,630,753.174210636225,-4.90737801615322
3.27295,654,746.573813820131,-3.61992257617463
3.28272,675,740.03125918386,-2.50305433303614
3.29249,666,733.546039830955,-2.61735587894816
3.30226,732,727.117653307114,0.180456726377803
3.31203,672,720.745601561264,-1.8804024042051
3.3218,642,714.429390906972,-2.85856004400179
3.33157,627,708.168531984196,-3.24155892765356
3.34134,624,701.962539721373,-3.12099938788482
3.35111,657,695.810933297834,-1.51415871897699
3.36088,573,689.713236106552,-4.87576538627843
3.37065,573,683.668975717219,-4.62326278610156
3.38042,600,677.677683839641,-3.1711781634726
3.39019,552,671.738896287457,-5.0964258725271
3.39996,588,665.852152942173,-3.21056867558252
3.40973,624,660.016997717519,-1.44183383752708
3.4195,546,654.232978524107,-4.63194387950999
3.42927,594,648.499647234409,-2.23614761197704
3.43904,597,642.816559648035,-1.87514695704697
3.44881,561,637.183275457317,-3.2164604108706
3.45858,630,631.599358213199,-0.063719956432994
3.46835,573,626.064375291418,-2.21679608004511
3.47812,528,620.577897858989,-4.02893586314972
3.48789,522,615.139500840979,-4.07660520458801
3.49766,519,609.748762887571,-3.98342857464469
3.50743,564,604.405266341426,-1.70136863353181
3.5172,534,599.108597205316,-2.81752455633501
3.52697,522,593.858345110057,-3.14515432253482
3.53674,525,588.654103282706,-2.77809282464321
3.54651,543,583.495468515053,-1.73782689083031
3.55628,624,578.382041132378,1.82617988345719
3.56605,504,573.313424962487,-3.08746533944631
3.57582,498,568.289227305015,-3.14973559008083
3.58559,483,563.309058901007,-3.6541887084704
3.59536,561,558.372533902752,0.110931705574134
3.60513,615,553.479269843892,2.48075527410197
3.6149,474,548.628887609793,-3.42781833468483
3.62467,516,543.821011408167,-1.22475173546079
3.63444,507,539.055268739958,-1.42362446430466
3.64421,474,534.331290370486,-2.77110794372886
3.65398,450,529.648710300834,-3.75467621109883
3.66375,408,525.007165739497,-5.79271788338138
3.67352,420,520.40629707427,-4.89932563196363
3.68329,465,515.845747844388,-2.35791509594565
3.69306,438,511.325164712908,-3.50361189371334
3.70283,459,506.844197439336,-2.23317589368685
3.7126,510,502.402498852486,0.336423005457307
3.72237,465,497.99972482359,-1.53032559500811
3.73214,351,493.635534239629,-7.61332158826469
3.74191,465,489.309588976907,-1.12733019485345
3.75168,447,485.021553874856,-1.79835778869195
3.76145,411,480.771096710068,-3.44155439904282
3.77122,444,476.557888170553,-1.54512899409481
3.78099,366,472.381601830228,-5.56065540618664
3.79076,429,468.241914123624,-1.89461746733201
3.80053,408,464.138504320821,-2.77927010598233
3.8103,435,460.071054502594,-1.20206505635338
3.82007,435,456.039249535785,-1.00875480432023
3.82984,438,452.042777048885,-0.670989842053206
3.83961,393,448.081327407837,-2.77848542272559
3.84938,420,444.15459369204,-1.17862348730521
3.85915,363,440.262271670576,-4.05521757701902
3.86892,438,436.404059778634,0.0762569734841316
3.87869,405,432.579659094149,-1.37044427846195
3.88846,390,428.788773314643,-1.96414588683116
3.89823,384,425.031108734264,-2.093859999575
3.908,417,421.306374221036,-0.210884052903066
3.91777,447,417.614281194298,1.3898968060191
3.92754,390,413.954543602351,-1.21298546633114
3.93731,462,410.326877900292,2.40405121078854
3.94708,426,406.731003028045,0.933585953788286
3.95685,372,403.16664038859,-1.61591502850011
3.96662,456,399.633513826372,2.63960255994678
3.97639,390,396.131349605912,-0.310472955962976
3.98616,381,392.659876390591,-0.597353563126766
3.99593,471,389.218825221637,3.76827762221232
4.0057,408,385.807929497278,1.09867120409178
4.01547,339,382.426924952092,-2.35862680087905
4.02524,327,379.075549636532,-2.87978447521529
4.03501,342,375.75354389663,-1.82518261970363
4.04478,279,372.460650353878,-5.59534277814235
4.05455,342,369.196613885291,-1.47062445147217
4.06432,279,365.961181603638,-5.20622976217555
4.07409,324,362.75410283785,-2.15300571321387
4.08386,315,359.575129113599,-2.51152400169541
4.09363,321,356.424014134047,-1.97717566379708
4.1034,357,353.300513760764,0.195797574786181
4.11317,363,350.20438599481,0.671595562758441
4.12294,402,347.135390957992,2.73639798706492
4.13271,291,344.093290874271,-3.11238383123304
4.14248,396,341.077850051348,2.75994187968662
4.15225,303,338.088834862395,-2.0158008931751
4.16202,351,335.126013727963,0.847290705089553
4.17179,294,332.189157098031,-2.22723687136101
4.18156,306,329.27803743423,-1.33071682828827
4.19133,300,326.392429192208,-1.52376760986895
4.2011,306,323.532108804157,-1.00224395149246
4.21087,294,320.696854661491,-1.55699218233086
4.22064,318,317.886447097681,0.00636773056369488
4.23041,318,315.100668371228,0.162586444289342
4.24018,303,312.339302648802,-0.536528918526841
4.24995,276,309.602135988511,-2.02261090324049
4.25972,300,306.888956323334,-0.397734078771237
4.26949,273,304.199553444683,-1.88828287516938
4.27926,339,301.533718986122,2.03488906078628
4.28903,288,298.891246407222,-0.641772849176666
4.2988,306,296.271930977557,0.556116691172524
4.30857,255,293.675569760847,-2.42195812558008
4.31834,261,291.101961599229,-1.86326464632047
4.32811,258,288.550907097674,-1.90201639687861
4.33788,267,286.022208608543,-1.1641402613585
4.34765,291,283.515670216267,0.438739181974401
4.35742,297,281.031097722172,0.926609692236612
4.36719,288,278.568298629434,0.555768333104468
4.37696,234,276.127082128161,-2.75393351054128
4.38673,276,273.707259080613,0.138006785742502
4.3965,210,271.308642006549,-4.23069823387691
4.40627,237,268.931045068695,-2.07414426376658
4.41604,204,266.574284058356,-4.38107618696139
4.42581,264,264.238176381136,-0.0146587429350767
4.43558,288,261.922541042795,1.53662900539611
4.44535,255,259.627198635225,-0.289766418505366
4.45512,282,257.351971322548,1.46776874819299
4.46489,198,255.096682827343,-4.0576845601062
4.47466,297,252.861158416985,2.56119535979039
4.48443,261,250.645224890106,0.640944488593043
4.4942,273,248.448710563179,1.48591163296845
4.50397,216,246.271445257217,-2.05971096268821
4.51374,243,244.113260284583,-0.0714156805535915
4.52351,258,241.973988435926,0.997735899427848
4.53328,264,239.853463967223,1.48611656113032
4.54305,216,237.75152258694,-1.48000365185074
4.55282,237,235.668001443301,0.0865226039354132
4.56259,222,233.602739111672,-0.778724861186705
4.57236,285,231.555575582054,3.16577448264511
4.58213,237,229.526352246685,0.485465589478839
4.5919,198,227.514911887756,-2.09753345254741
4.60167,207,225.521098665222,-1.28730534529068
4.61144,213,223.544758104737,-0.722514920122805
4.62121,243,221.585737085679,1.37372560645344
4.63098,204,219.64388382929,-1.09529094815011
4.64075,198,217.719047886916,-1.40137171178038
4.65052,189,215.811080128352,-1.95021911351906
4.66029,228,213.919832730285,0.932481857081269
4.67006,204,212.045159164843,-0.563273807568287
4.67983,234,210.186914188243,1.55671011837191
4.6896,225,208.344953829536,1.11033641136429
4.69937,192,206.519135379453,-1.047828339966
4.70914,198,204.709317379353,-0.476810423845056
4.71891,198,202.915359610255,-0.349319396683913
4.72868,195,201.137123081979,-0.439488512281612
4.73845,195,199.374470022381,-0.313262304906668
4.74822,171,197.62726386667,-2.03623776031243
4.75799,207,195.895369246836,0.771825191605394
4.76776,192,194.178651981156,-0.157230663473844
4.77753,177,192.476979063801,-1.16332098387888
4.7873,150,190.790218654531,-3.33050740667189
4.79707,174,189.118240068481,-1.14611082182713
4.80684,159,187.460913766032,-2.25709727931392
4.81661,222,185.818111342781,2.4283693661372
4.82638,201,184.189705519587,1.1857067513051
4.83615,165,182.575570132713,-1.36825627913543
4.84592,183,180.975580124051,0.149649423364498
4.85569,228,179.389611531429,3.21930162080619
4.86546,156,177.817541479015,-1.74680131880026
4.87523,180,176.259248167787,0.278819179459536
4.885,159,174.714610866104,-1.24624970663077
4.89477,129,173.183509900351,-3.89014113364111
4.90454,162,171.665826645662,-0.759419062991236
4.91431,186,170.161443516735,1.1613393071868
4.92408,228,168.670243958719,3.92920908067261
4.93385,177,167.192112438184,0.737205972893697
4.94362,174,165.726934434173,0.627179481985347
4.95339,180,164.274596429322,1.17210237858843
4.96316,165,162.834985901074,0.168546119010884
4.97293,141,161.407991312953,-1.71866290893123
4.9827,129,159.993502105929,-2.72882570193699
4.99247,159,158.591408689847,0.032403398642784
5.00224,114,157.20160243494,-4.04620078781584
5.01201,186,155.823975663413,2.21261345588731
5.02178,195,154.458421641096,2.90324272798464
5.03155,180,153.104834569179,2.00464727231397
5.04132,129,151.763109576012,-2.00418004569895
5.05109,159,150.433142708984,0.679395975926101
5.06086,126,149.114830926465,-2.05923280666759
5.07063,165,147.808072089823,1.33838977261734
5.0804,120,146.512764955515,-2.42027323799463
5.09017,192,145.228809167235,3.37541995220204
5.09994,111,143.956105248147,-3.12805508051397
5.10971,120,142.694554593174,-2.07171991386896
5.11948,153,141.444059461357,0.93424242047418
5.12925,141,140.204522968285,0.0669912510423147
5.13902,126,138.975849078588,-1.15598051320388
5.14879,132,137.757942598496,-0.501164575336808
5.15856,129,136.550709168463,-0.664802873077421
5.16833,114,135.354055255858,-1.99999051723681
5.1781,180,134.167888147718,3.41612392180256
5.18787,144,132.992115943563,0.917323671369743
5.19764,183,131.826647548279,3.78284306383674
5.20741,159,130.671392665058,2.24660469681627
5.21718,99,129.526261788401,-3.06800474558453
5.22695,111,128.391166197188,-1.65069644515214
5.23672,141,127.266017947798,1.15660993691547
5.24649,153,126.150729867302,2.17063483780105
5.25626,138,125.045215546704,1.10278448704404
5.26603,150,123.949389334246,2.12702345396675
5.2758,99,122.863166328778,-2.39833845522419
5.28557,120,121.786462373173,-0.163080956653489
5.29534,102,120.719194047811,-1.85347639929439
5.30511,105,119.661278664116,-1.43079429178295
5.31488,93,118.612634258146,-2.65590645004953
5.32465,144,117.573179584247,2.20223503464606
5.33442,144,116.542834108756,2.28809715760368
5.34419,105,115.52151800376,-1.02679501873991
5.35396,108,114.509152140917,-0.626343456792411
5.36373,126,113.505658085317,1.11308444566555
5.3735,96,112.510958089413,-1.6851426034808
5.38327,99,111.524975086992,-1.25880735976064
5.39304,96,110.547632687207,-1.48476154371215
5.40281,102,109.578855168658,-0.750418482382295
5.41258,132,108.618567473524,2.03509248354763
5.42235,117,107.666695201749,0.862864333836658
5.43212,87,106.723164605277,-2.11454519999861
5.44189,132,105.787902582339,2.28147023807443
5.45166,114,104.86083667179,0.855961070292958
5.46143,123,103.941895047492,1.71841145299818
5.4712,123,103.031006512752,1.80054350623234
5.48097,126,102.128100494805,2.126677836189
5.49074,105,101.233107039347,0.367611111509106
5.50051,114,100.345956805111,1.27881831270562
5.51028,114,99.4665810585031,1.36117939743787
5.52005,129,98.5949116682677,2.67701875785843
5.52982,93,97.7308811002155,-0.490569517443657
5.53959,96,96.8744224119884,-0.0892453637093929
5.54936,132,96.0254692478741,3.13118099371812
5.55913,111,95.1839558336637,1.50119247816527
5.5689,141,94.3498169715578,3.92865412555073
5.57867,93,93.5229880351129,-0.0542313329334015
5.58844,102,92.7034049642359,0.920500073271096
5.59821,99,91.8910042602207,0.714480954699487
5.60798,114,91.0857229808278,2.14611867388092
5.61775,90,90.2874987354086,-0.0303050276103112
5.62752,93,89.4962696800711,0.363319909312862
5.63729,105,88.7119745128885,1.58954852610596
5.64706,96,87.9345524691496,0.823176291573916
5.65683,96,87.1639433166512,0.901826258854731
5.6666,102,86.4000873510315,1.54462151800269
5.67637,102,85.6429253911441,1.61959172342448
5.68614,93,84.892398774473,0.840719083100866
5.69591,66,84.1484493525879,-2.23391968977296
5.70568,105,83.4110194866385,2.10686876578739
5.71545,81,82.6800520428891,-0.1866724492099
5.72522,66,81.9554903882921,-1.96398510120129
5.73499,105,81.2372783861003,2.31900417564604
5.74476,102,80.5253603915173,2.12630616446487
5.75453,81,79.8196812473868,0.131146528068135
5.7643,96,79.1201862799186,1.72278877364293
5.77407,93,78.4268212944531,1.51116823563262
5.78384,120,77.7395325712624,3.85783521690532
5.79361,87,77.0582668613884,1.06586567159178
5.80338,78,76.3829713825164,0.183092436713128
